Species_ID,Genus_ID,Model_ID,Family,Genus,Species,Common_Name,Group,Tribe,Native,PFG_Page,Sportfish,NonGame,Subsistence,Sensitivity,Rarity,Ubiquity,Extent,Tolerance,Robustness,Max_Age,Max_Length,Mean_Length,Mean_Weight,Girth_Index,WL_A,WL_B,Thinning,Thin_Adjustment,Estimated,Cave,Spring,Headwater,Creek,Small_River,Medium_River,Large_River,Lake_Impoundment,Swamp_Marsh,Coastal_Ocean,Riffles,Runs,Pools,Benthic,Surface,Nearshore_Littoral,OpenWater_Pelagic,Mud_Silt,Sand,Gravel,Rock_Rubble,Vegetation,Woody_Debris,Clear,Turbid,Warm,Cool,Cold,Lowlands,Uplands,Lower_Width,Upper_Width,Location_Notes,Habitat_Notes
1,1,1,Centrarchidae,Acantharchus,pomotis,Mud Sunfish,Sunfish,Sunfish,Y,491,1,0,0,M,6,9.7,4.9,1.7,4.3,6,20,10,12.59,0.53,0.0209,2.78,0.6,0,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,1,50,,
2,2,-999,Acipenseridae,Acipenser,brevirostrum,Shortnose Sturgeon,Sturgeon,Sturgeon,Y,134,1,0,1,S,6,0,0,0,0,10,140,46.2,2188.43,0.9,0.01697,3.07,0.68,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
3,2,2,Acipenseridae,Acipenser,fulvescens,Lake Sturgeon,Sturgeon,Sturgeon,Y,135,1,0,1,M,6,0.4,10,0.2,0.9,15,270,125,46472.45,0.9,0.01697,3.07,0.75,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,50,10000,"Rare in Missouri, Ohio, and middle Mississippi",
4,2,-999,Acipenseridae,Acipenser,medirostris,Green Sturgeon,Sturgeon,Sturgeon,Y,135,1,0,1,U,6,0,0,0,0,13,270,90,16951.43,0.9,0.01697,3.07,0.74,0,1,XXX,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
5,2,-999,Acipenseridae,Acipenser,oxyrinchus,Atlantic Sturgeon,Sturgeon,Sturgeon,Y,137,1,0,1,S,6,0,0,0,0,18,430,200,196717.92,0.9,0.01697,3.07,0.75,0,1,XXX,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
6,2,-999,Acipenseridae,Acipenser,transmontanus,White Sturgeon,Sturgeon,Sturgeon,Y,136,0,0,1,U,8,0,0,0,0,21,610,201.3,200669.9,0.9,0.01697,3.07,0.75,0,1,XXX,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
7,3,-999,Cyprinidae,Acrocheilus,alutaceus,Chiselmouth,Minnow,Other Minnow,Y,163,1,0,1,M,4,0,0,0,0,6,30,15,17.66,0.22,0.00433,3.07,0.58,0,1,XXX,-999,-999,A,A,A,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
8,4,-999,Mugilidae,Agonostomus,monticola,Mountain Mullet,Oddball,Mullet,Y,607,0,1,1,U,7,0,0,0,0,6,35,15,25.66,0.47,0.00629,3.07,0.58,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
9,5,-999,Cyprinidae,Agosia,chrysogaster,Longfin Dace,Minnow,Dace,Y,175,0,1,0,U,3,0,0,0,0,4,10,4.5,0.44,0.22,0.00433,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,-999,-999,-999,1,50,,
10,6,3,Clupeidae,Alosa,aestivalis,Blueback Herring,Shad and Herring,Shad/Herring,Y,147,1,0,1,M,3,1.7,5.3,2.5,2.8,6,40,20,53.6,0.42,0.00368,3.2,0.57,0,0,XXX,-999,S,S,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
11,6,-999,Clupeidae,Alosa,alabamae,Alabama Shad,Shad and Herring,Shad/Herring,Y,150,1,0,1,M,6,0,0,0,0,6,50,16.5,28.96,0.42,0.00368,3.2,0.57,0,0,XXX,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,25,10000,,
12,6,4,Clupeidae,Alosa,chrysochloris,Skipjack Herring,Shad and Herring,Shad/Herring,Y,149,1,0,1,M,3,2.7,11.8,2.7,4.3,6,50,25,109.46,0.42,0.00368,3.2,0.57,0,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
13,6,-999,Clupeidae,Alosa,mediocris,Hickory Shad,Shad and Herring,Shad/Herring,Y,149,1,0,1,U,6,0,0,0,0,6,60,25,109.46,0.42,0.00368,3.2,0.57,0,0,XXX,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
14,6,5,Clupeidae,Alosa,pseudoharengus,Alewife,Shad and Herring,Shad/Herring,Y,148,1,0,1,M,3,0.7,9.5,3.4,2.9,6,40,20,53.6,0.42,0.00368,3.2,0.57,0,0,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,50,10000,,
15,6,6,Clupeidae,Alosa,sapidissima,American Shad,Shad and Herring,Shad/Herring,Y,150,1,0,1,M,3,1.7,9.9,2,3.1,5,75,29,195.14,0.42,0.01569,2.8,0.71,0,0,XXX,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
16,7,7,Centrarchidae,Ambloplites,ariommus,Shadow Bass,Black Bass,Black Bass,Y,490,1,0,0,U,3,15,4.8,24.4,11.8,8,30,11,18.95,0.7,0.01263,3.05,0.6,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,A,-999,-999,-999,-999,1,50,,
17,7,8,Centrarchidae,Ambloplites,cavifrons,Roanoke Bass,Black Bass,Black Bass,Y,490,1,0,0,U,6,8,0.5,5.3,2.7,6,35,12.95,29.25,0.7,0.01016,3.11,0.63,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,A,-999,-999,-999,1,50,Uncommon below fall line,
18,7,9,Centrarchidae,Ambloplites,constellatus,Ozark Bass,Black Bass,Black Bass,Y,489,1,0,0,U,3,23.7,0.6,46,8.3,8,28,11,18.95,0.7,0.01263,3.05,0.59,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,A,-999,A,A,-999,A,-999,-999,-999,-999,1,50,,
19,7,10,Centrarchidae,Ambloplites,rupestris,Rock Bass,Black Bass,Black Bass,Y,489,1,0,0,M,3,18.8,30.3,65,32.2,9,43,20,108.31,0.65,0.01395,2.99,0.65,0.0142,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,1,50,,
20,8,-999,Amblyopsidae,Amblyopsis,rosae,Ozark Cavefish,Cavefish,Cavefish,Y,420,0,1,0,U,8,0,0,0,0,3,6,3,0.14,0.26,0.00465,3.07,0.5,0,1,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
21,8,-999,Amblyopsidae,Amblyopsis,spelaea,Northern Cavefish,Cavefish,Cavefish,Y,419,0,1,0,U,6,0,0,0,0,4,11,4.5,0.47,0.26,0.00465,3.07,0.51,0,1,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
22,9,11,Ictaluridae,Ameiurus,brunneus,Snail Bullhead,Catfish,Catfish,Y,347,1,0,1,U,3,13.9,4.1,23,10.6,6,30,15,63.92,0.85,0.01567,3.07,0.58,0,1,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,0,5,,
23,9,12,Ictaluridae,Ameiurus,catus,White Bullhead,Catfish,Catfish,Y,344,1,0,1,M,3,3.5,13.3,5.3,6.2,9,95,31.35,600.2,0.85,0.00978,3.2,0.62,0,0,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
24,9,13,Ictaluridae,Ameiurus,melas,Black Bullhead,Catfish,Catfish,Y,345,1,0,1,M,3,6.7,58.2,19.8,19.1,5,65,25,306.72,0.85,0.01567,3.07,0.62,-0.0106,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
25,9,14,Ictaluridae,Ameiurus,natalis,Yellow Bullhead,Catfish,Catfish,Y,345,1,0,1,T,3,10.9,59.8,30.7,26.3,4,60,25,312.95,0.85,0.01878,3.02,0.62,-0.0245,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
26,9,15,Ictaluridae,Ameiurus,nebulosus,Brown Bullhead,Catfish,Catfish,Y,346,1,0,1,T,6,5.6,41.2,31.7,18.9,4,55,20.35,169.1,0.85,0.01947,3.01,0.6,-0.0181,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,"Common in Northeast and Atlantic, Gulf slopes",
27,9,16,Ictaluridae,Ameiurus,platycephalus,Flat Bullhead,Catfish,Catfish,Y,347,1,0,1,U,6,11.1,3.8,17.3,8.8,9,30,15,65.67,0.85,0.01746,3.04,0.58,0,0,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,5,10000,,
28,9,-999,Ictaluridae,Ameiurus,serracanthus,Spotted Bullhead,Catfish,Catfish,Y,346,1,0,1,U,3,0,0,0,0,9,28,12,33.32,0.85,0.01746,3.04,0.6,0,0,XXX,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,5,50,,
29,10,17,Amiidae,Amia,calva,Bowfin,Oddball,Bowfin,Y,143,1,0,1,M,3,3.4,22.9,4.3,6.8,17,110,40.7,1476.3,0.88,0.00516,3.39,0.72,-0.0133,0,XXX,-999,A,A,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,0,5,,
30,11,18,Percidae,Ammocrypta,beanii,Naked Sand Darter,Darter,Other Darter,Y,534,0,1,0,U,3,0,0,0,0,3,7,3.3,0.15,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
31,11,19,Percidae,Ammocrypta,bifascia,Florida Sand Darter,Darter,Other Darter,Y,535,0,1,0,U,3,13.2,0.8,5.8,3.8,3,8,3.5,0.18,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
32,11,-999,Percidae,Ammocrypta,clara,Western Sand Darter,Darter,Other Darter,Y,534,0,1,0,S,6,0,0,0,0,3,7,3.3,0.15,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,Rare in east,
33,11,-999,Percidae,Ammocrypta,meridiana,Southern Sand Darter,Darter,Other Darter,Y,536,0,1,0,U,3,0,0,0,0,3,7,3.3,0.15,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
34,11,20,Percidae,Ammocrypta,pellucida,Eastern Sand Darter,Darter,Other Darter,Y,535,0,1,0,S,5,1.9,4.8,1.1,2.2,3,8.5,4,0.27,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
35,11,21,Percidae,Ammocrypta,vivax,Scaly Sand Darter,Darter,Other Darter,Y,536,0,1,0,U,3,3.5,3.8,1.3,2.5,3,7,3.3,0.15,0.15,0.00379,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
36,12,-999,Cichlidae,Amphilophus,citrinellus,Midas Cichlid,Cichlid,Cichlid,N,610,1,0,0,U,6,0,0,0,0,6,25,9.25,5.97,0.49,0.00645,3.07,0.58,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
37,12,-999,Cichlidae,Amphilophus,labiatus,Red Devil,Cichlid,Cichlid,N,,1,0,0,U,5,0,0,0,0,5,28,13,16.96,0.49,0.00645,3.07,0.56,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
38,13,22,Engraulidae,Anchoa,mitchilli,Bay Anchovy,Oddball,Anchovy,Y,146,0,1,1,U,1,13.4,1.5,3.7,4.1,4,10,4.5,0.35,0.11,0.00347,3.07,0.5,0,1,XXX,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
39,14,23,Anguillidae,Anguilla,rostrata,American Eel,Oddball,Eel,Y,146,1,0,1,M,6,9.2,29.2,16.7,16,9,150,75,2026.13,0.12,0.00355,3.07,0.68,0.035,0,XXX,-999,A,A,-999,-999,-999,-999,-999,S,-999,-999,A,-999,-999,A,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,0,5,,
40,15,-999,Gasterosteidae,Apeltes,quadracus,Fourspine Stickleback,Stickleback,Stickleback,Y,463,0,1,0,M,3,0,0,0,0,3,6.5,3,0.08,0.03,0.00285,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,A,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,1,50,,
41,16,24,Aphredoderidae,Aphredoderus,sayanus,Pirate Perch,Trout-Perch,Trout-Perch,Y,417,0,1,0,M,3,17.2,20.9,10.5,15.2,2,14,6.5,2.75,0.33,0.0154,2.77,0.56,0.0374,0,XXX,-999,-999,A,A,A,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,1,10000,,
42,17,25,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Oddball,Drum,Y,603,1,0,1,M,3,6.6,32.6,23.3,16.7,11,95,31.35,447.79,0.7,0.00658,3.23,0.66,-0.0374,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
43,18,-999,Cichlidae,Archocentrus,nigrofasciatus,Convict Cichlid,Cichlid,Cichlid,N,610,0,1,0,U,3,0,0,0,0,4,10,5,0.9,0.49,0.00645,3.07,0.51,0,1,XXX,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,0,1,,
44,19,-999,Centrarchidae,Archoplites,interruptus,Sacramento Perch,Sunfish,Sunfish,Y,486,1,0,0,U,6,0,0,0,0,5,75,24.75,128.15,0.49,0.00961,2.96,0.65,0,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
45,20,-999,Ariidae,Ariopsis,felis,Hardhead Catfish,Catfish,Catfish,Y,NS,0,1,0,U,4,0,0,0,0,4,70,23.1,200.55,0.75,0.01306,3.07,0.51,0,1,XXX,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
46,21,-999,Cichlidae,Astronotus,ocellatus,Oscar,Cichlid,Cichlid,N,607,1,0,0,U,3,0,0,0,0,6,45,15,26.31,0.49,0.00645,3.07,0.6,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
47,22,26,Characidae,Astyanax,mexicanus,Mexican Tetra,Oddball,Tetra,Y,340,0,1,0,U,3,8.2,3.3,10.7,6.4,4,12,5,0.72,0.32,0.00512,3.07,0.51,0,1,A,A,-999,A,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
48,23,27,Lepisosteidae,Atractosteus,spatula,Alligator Gar,Gar,Gar,Y,141,1,0,1,M,6,6.8,6.9,9.7,7.5,17,305,100.65,7096.9,0.31,0.00504,3.07,0.75,0,1,XXX,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,50,10000,,
49,24,-999,Gobiidae,Awaous,banana,River Goby,Goby,Goby,Y,617,0,1,0,U,6,0,0,0,0,6,30,15,18.97,0.26,0.00465,3.07,0.58,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
50,25,-999,Poeciliidae,Belonesox,belizanus,Pike Killifish,Livebearer,Livebearer,N,450,0,1,0,U,3,0,0,0,0,4,20,6.6,1.4,0.21,0.00426,3.07,0.53,0,1,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
51,26,28,Cyprinidae,Campostoma,anomalum,Central Stoneroller,Minnow,Stoneroller,Y,195,0,1,0,M,2,22.9,33.9,44.2,31.4,3,22,8,8.12,0.28,0.0564,2.39,0.56,0.0613,0,XXX,-999,A,A,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,50,"Absent from Piedmont and Coastal Plain, uncommon on Great Plains",
52,26,29,Cyprinidae,Campostoma,oligolepis,Largescale Stoneroller,Minnow,Stoneroller,Y,197,0,1,1,M,3,13.7,9.1,35,15.9,5,22,8.14,3,0.28,0.0048,3.07,0.55,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,1,50,,
53,26,-999,Cyprinidae,Campostoma,ornatum,Mexican Stoneroller,Minnow,Stoneroller,Y,198,0,1,0,U,4,0,0,0,0,4,16,6,1.18,0.28,0.0048,3.07,0.53,0,1,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
54,26,30,Cyprinidae,Campostoma,pauciradii,Bluefin Stoneroller,Minnow,Stoneroller,Y,197,0,1,0,U,4,22.5,0.5,10.5,4.8,4,16,6,1.18,0.28,0.0048,3.07,0.53,0,1,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
55,26,31,Cyprinidae,Campostoma,spadiceum,Highland Stoneroller,Minnow,Stoneroller,Y,196,0,1,0,U,3,25.9,1.3,7.6,6.2,4,17,6,1.18,0.28,0.0048,3.07,0.53,0,1,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
56,27,32,Cyprinidae,Carassius,auratus,Goldfish,Carp,Carp,N,154,1,0,0,T,3,1,18.9,3.6,4.1,6,50,16.5,107.03,1,0.01958,3.07,0.6,0,1,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,A,A,-999,-999,-999,-999,5,10000,,
57,28,33,Catostomidae,Carpiodes,carpio,River Carpsucker,Sucker,Other Sucker,Y,302,1,0,1,M,3,4.9,29.5,12.2,11.7,9,65,22,84.52,0.5,0.00565,3.11,0.66,0,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
58,28,34,Catostomidae,Carpiodes,cyprinus,Quillback,Sucker,Other Sucker,Y,301,1,0,1,M,3,2.9,23.6,12.4,9.2,10,65,30,333.1,0.6,0.0252,2.79,0.67,0,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
59,28,-999,Catostomidae,Carpiodes,sp. cf. cyprinus,NC Carpsucker 1,Sucker,Other Sucker,Y,302,0,0,1,U,7,0,0,0,0,7,70,35,359.09,0.5,0.00653,3.07,0.61,0,1,XXX,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
60,28,-999,Catostomidae,Carpiodes,sp. cf. velifer,NC Carpsucker 2,Sucker,Other Sucker,Y,303,0,0,1,U,7,0,0,0,0,7,70,35,359.09,0.5,0.00653,3.07,0.61,0,1,XXX,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
61,28,35,Catostomidae,Carpiodes,velifer,Highfin Carpsucker,Sucker,Other Sucker,Y,303,1,0,1,S,3,1,13.6,2.4,3.2,7,50,20,75.8,0.5,0.01674,2.81,0.66,0,0,XXX,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,Rare on Atlantic slope,
62,29,36,Catostomidae,Catostomus,ardens,Utah Sucker,Sucker,Catostomus,Y,311,1,0,1,U,3,5.7,1.9,31.9,6.8,25,65,30,224.68,0.5,0.00702,3.05,0.65,0,0,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
63,29,-999,Catostomidae,Catostomus,bernardini,Yaqui Sucker,Sucker,Catostomus,Y,311,0,0,1,U,10,0,0,0,0,25,40,16,33.03,0.5,0.00702,3.05,0.63,0,0,XXX,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,Common in Mexico,
64,29,37,Catostomidae,Catostomus,catostomus,Longnose Sucker,Sucker,Catostomus,Y,314,1,0,1,M,3,4.2,12.9,11.2,8.3,9,65,30,229.6,0.5,0.01008,2.95,0.65,0,0,XXX,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,1,25,Uncommon in south,
65,29,38,Catostomidae,Catostomus,clarkii,Desert Sucker,Sucker,Catostomus,Y,320,1,0,1,U,3,43.6,1.9,60.6,16.5,25,33,14,21.98,0.5,0.00702,3.05,0.61,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,J,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
66,29,39,Catostomidae,Catostomus,columbianus,Bridgelip Sucker,Sucker,Catostomus,Y,317,1,0,1,U,3,18.2,5,9.8,9.4,8,30,15,27.64,0.5,0.00755,3.03,0.62,0,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,A,A,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
67,29,40,Catostomidae,Catostomus,commersonii,White Sucker,Sucker,Catostomus,Y,308,1,0,1,T,3,44.7,45.6,38.2,41.1,9,65,24.05,126.66,0.5,0.01614,2.82,0.67,0.0647,0,XXX,-999,A,A,A,A,-999,A,-999,-999,A,A,A,A,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,A,-999,-999,-999,0,50,,
68,29,41,Catostomidae,Catostomus,discobolus,Bluehead Sucker,Sucker,Catostomus,Y,320,1,0,1,U,3,6.2,4.1,27.9,8.7,25,40,15.5,29.98,0.5,0.00702,3.05,0.62,0,0,XXX,-999,-999,-999,A,A,A,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
