Species_ID,Genus_ID,Model_ID,Family,Genus,Species,Common_Name,Group,Tribe,Native,PFG_Page,Sportfish,NonGame,Subsistence,Sensitivity,Rarity,Ubiquity,Extent,Tolerance,Robustness,Max_Age,Max_Length,Mean_Length,Mean_Weight,Girth_Index,WL_A,WL_B,Thinning,Thin_Adjustment,Estimated,Cave,Spring,Headwater,Creek,Small_River,Medium_River,Large_River,Lake_Impoundment,Swamp_Marsh,Coastal_Ocean,Riffles,Runs,Pools,Benthic,Surface,Nearshore_Littoral,OpenWater_Pelagic,Mud_Silt,Sand,Gravel,Rock_Rubble,Vegetation,Woody_Debris,Clear,Turbid,Warm,Cool,Cold,Lowlands,Uplands,Lower_Width,Upper_Width,Location_Notes,Habitat_Notes
499,87,211,Cyprinidae,Hybopsis,amnis,Pallid Shiner,Minnow,Chub,Y,297,0,1,0,S,8,0.5,5.7,0.6,1.2,3,8.5,4,0.34,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,-999,a,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
500,87,212,Cyprinidae,Hybopsis,hypsinotus,Highback Chub,Minnow,Chub,Y,299,0,1,0,U,3,17.1,0.9,12.5,5.6,3,7,3.3,0.19,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
501,87,213,Cyprinidae,Hybopsis,lineapunctata,Lined Chub,Minnow,Chub,Y,298,0,1,0,U,4,6.7,0.6,0.7,1.4,3,8.5,3.5,0.22,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
502,87,214,Cyprinidae,Hybopsis,rubrifrons,Rosyface Chub,Minnow,Chub,Y,297,0,1,0,S,2,16.6,0.9,13,5.6,3,8.5,4,0.34,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
503,87,-999,Cyprinidae,Hybopsis,sp.,Etowah Chub,Minnow,Chub,Y,,0,1,0,U,8,0,0,0,0,3,7,3.5,0.22,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
504,87,215,Cyprinidae,Hybopsis,winchelli,Clear Chub,Minnow,Chub,Y,298,0,1,0,U,3,17.4,3.4,12.7,8.8,3,8.5,4,0.34,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
505,88,216,Catostomidae,Hypentelium,etowanum,Alabama Hog Sucker,Sucker,Other Sucker,Y,324,0,1,1,U,3,57,1.6,25.6,12.8,8,23,8.51,5.66,0.5,0.01045,2.94,0.66,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,1,25,,
506,88,217,Catostomidae,Hypentelium,nigricans,Northern Hog Sucker,Sucker,Other Sucker,Y,323,1,0,1,S,3,21.5,22.7,62.6,30.2,8,60,20,69.85,0.5,0.01045,2.94,0.66,0.0415,0,XXX,-999,-999,A,A,-999,-999,A,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,1,25,,
507,88,218,Catostomidae,Hypentelium,roanokense,Roanoke Hog Sucker,Sucker,Other Sucker,Y,325,0,1,0,U,3,15.2,0.4,11.7,3.9,8,16,5.92,1.95,0.5,0.01045,2.94,0.66,0.0675,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
508,89,-999,Osmeridae,Hypomesus,nipponensis,Wakasagi,Smelt,Smelt,N,378,0,1,1,U,3,0,0,0,0,4,13,6,0.85,0.11,0.00347,3.07,0.53,0,1,XXX,-999,-999,-999,A,A,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
509,89,-999,Osmeridae,Hypomesus,olidus,Pond Smelt,Smelt,Smelt,Y,377,0,1,1,U,2,0,0,0,0,5,20,7,1.36,0.11,0.00347,3.07,0.55,0,1,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,0,5,,
510,89,-999,Osmeridae,Hypomesus,transpacificus,Delta Smelt,Smelt,Smelt,Y,377,0,1,1,U,6,0,0,0,0,4,12,5,0.49,0.11,0.00347,3.07,0.51,0,1,XXX,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,50,10000,,
511,90,219,Cyprinidae,Hypophthalmichthys,molitrix,Silver Carp,Carp,Carp,N,153,1,0,0,T,2,4.3,6.7,3.8,4.7,10,120,40,1622.32,1,0.01958,3.07,0.69,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
512,90,-999,Cyprinidae,Hypophthalmichthys,nobilis,Bighead Carp,Carp,Carp,N,154,1,0,0,U,3,0,0,0,0,11,145,65,7202.06,1,0.01958,3.07,0.71,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
513,91,-999,Loricariidae,Hypostomus,plecostomus,Suckermouth Catfish,Catfish,Catfish,N,370,1,0,0,U,3,0,0,0,0,7,25,9.25,12.08,0.75,0.01306,3.07,0.61,0,1,XXX,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
514,92,-999,Embiotocidae,Hysterocarpus,traskii,Tule Perch,Oddball,Surfperch,Y,614,0,1,0,U,3,0,0,0,0,4,15,5.5,1.08,0.4,0.00574,3.07,0.53,0,1,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,5,10000,,
515,93,220,Petromyzontidae,Ichthyomyzon,bdellium,Ohio Lamprey,Lamprey,Lamprey,Y,124,0,1,1,S,6,1.6,3.1,4.2,2.7,6,30,15,13.54,0.09,0.00332,3.07,0.58,0,1,XXX,-999,-999,A,A,A,A,-999,-999,-999,-999,A,J,J,-999,-999,-999,J,-999,-999,-999,-999,J,-999,-999,-999,-999,-999,-999,-999,1,10000,,
516,93,221,Petromyzontidae,Ichthyomyzon,castaneus,Chestnut Lamprey,Lamprey,Lamprey,Y,123,0,1,1,M,3,1.7,9.8,4.9,4.3,6,38,14.06,11.1,0.09,0.00332,3.07,0.59,0,1,XXX,-999,AS,AS,-999,-999,-999,A,-999,-999,A,A,J,J,-999,-999,-999,J,J,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
517,93,222,Petromyzontidae,Ichthyomyzon,fossor,Northern Brook Lamprey,Lamprey,Lamprey,Y,122,0,1,0,S,3,3.1,4.8,2.5,3.3,4,17,6,0.81,0.09,0.00332,3.07,0.53,0,1,XXX,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,J,J,-999,-999,-999,J,J,A,-999,-999,-999,A,-999,-999,A,-999,-999,-999,5,25,,
518,93,223,Petromyzontidae,Ichthyomyzon,gagei,Southern Brook Lamprey,Lamprey,Lamprey,Y,123,0,1,0,S,3,8.8,6.8,18.1,10,4,17,6,0.81,0.09,0.00332,3.07,0.53,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,AJ,-999,J,-999,-999,-999,-999,AJ,A,-999,-999,J,-999,-999,A,-999,-999,-999,-999,1,25,,
519,93,224,Petromyzontidae,Ichthyomyzon,greeleyi,Mountain Brook Lamprey,Lamprey,Lamprey,Y,124,0,1,1,S,6,2.6,2.1,2.4,2.3,5,20,7,1.3,0.09,0.00332,3.07,0.55,0,1,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,AJ,-999,J,-999,-999,-999,-999,AJ,A,-999,-999,J,A,-999,-999,-999,-999,-999,A,0,5,,
520,93,225,Petromyzontidae,Ichthyomyzon,unicuspis,Silver Lamprey,Lamprey,Lamprey,Y,121,0,1,1,M,6,0.5,6.2,0.5,1.2,6,40,15,13.54,0.09,0.00332,3.07,0.6,0,1,XXX,-999,-999,-999,S,S,A,A,-999,-999,-999,S,AJ,J,-999,-999,A,J,J,S,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,5,10000,,
521,94,226,Ictaluridae,Ictalurus,furcatus,Blue Catfish,Catfish,Catfish,Y,343,1,0,1,M,4,4.3,20.6,4.9,7.4,10,165,61.05,5671.52,0.89,0.00726,3.3,0.68,0,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
522,94,-999,Ictaluridae,Ictalurus,lupus,Headwater Catfish,Catfish,Catfish,Y,342,1,0,1,U,3,0,0,0,0,7,48,17.76,89.48,0.75,0.01306,3.07,0.61,0,1,XXX,A,-999,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,1,25,,
523,94,-999,Ictaluridae,Ictalurus,pricei,Yaqui Catfish,Catfish,Catfish,Y,343,0,0,1,U,8,0,0,0,0,7,57,20,128.86,0.75,0.01306,3.07,0.62,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
524,94,227,Ictaluridae,Ictalurus,punctatus,Channel Catfish,Catfish,Catfish,Y,342,1,0,1,M,2,9,72.3,34.3,27.2,13,130,50,2357.36,0.77,0.00682,3.26,0.63,-0.0635,0,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,5,10000,,
525,94,-999,Ictaluridae,Ictalurus,sp.,Chihuahua Catfish,Catfish,Catfish,Y,,0,0,1,U,8,0,0,0,0,7,80,40,1082.1,0.75,0.01306,3.07,0.61,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
526,95,228,Catostomidae,Ictiobus,bubalus,Smallmouth Buffalo,Sucker,Other Sucker,Y,300,1,0,1,M,3,5.6,24.2,19.5,13.5,10,110,36.3,401.14,0.5,0.00607,3.09,0.67,-0.0386,0,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
527,95,229,Catostomidae,Ictiobus,cyprinellus,Bigmouth Buffalo,Sucker,Other Sucker,Y,299,1,0,1,M,4,2.8,19.5,8.8,7.7,9,120,39.6,736.9,0.6,0.00709,3.14,0.68,0,0,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
528,95,230,Catostomidae,Ictiobus,niger,Black Buffalo,Sucker,Other Sucker,Y,301,1,0,1,M,6,1.8,13.4,5.7,5.1,9,120,40,541.05,0.5,0.00653,3.07,0.67,0,1,XXX,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
529,96,-999,Cyprinidae,Lotichthys,phlegethontis,Least Chub,Minnow,Chub,Y,177,0,1,0,U,3,0,0,0,0,3,6.5,3,0.14,0.28,0.0048,3.07,0.5,0,1,XXX,-999,-999,A,A,A,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
530,97,-999,Cyprinodontidae,Jordanella,floridae,Flagfish,Pupfish,Pupfish,Y,460,0,1,0,U,3,0,0,0,0,3,6,3,0.14,0.3,0.00496,3.07,0.5,0,1,XXX,-999,A,A,A,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,0,25,,
531,98,231,Atherinopsidae,Labidesthes,sicculus,Brook Silverside,Silverside,Silverside,Y,422,0,1,0,M,2,7.1,31.8,19.3,15.9,1,13,5,0.67,0.09,0.00636,2.89,0.5,-0.0864,0,XXX,-999,-999,A,A,A,A,A,-999,-999,-999,-999,A,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
532,99,232,Petromyzontidae,Lampetra,aepyptera,Least Brook Lamprey,Lamprey,Lamprey,Y,132,0,1,0,M,3,4.3,7.9,2,4,5,18,6.5,1.04,0.09,0.00332,3.07,0.54,0,1,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,J,J,-999,-999,-999,J,J,A,-999,J,-999,A,-999,-999,-999,-999,-999,-999,5,50,,
533,99,-999,Petromyzontidae,Lampetra,ayresii,Western River Lamprey,Lamprey,Lamprey,Y,131,0,1,1,U,6,0,0,0,0,6,28,10.36,4.35,0.09,0.00332,3.07,0.58,0,1,XXX,-999,S,S,-999,-999,-999,-999,-999,A,-999,S,AJ,J,-999,-999,A,J,J,S,-999,-999,-999,S,-999,-999,-999,-999,-999,-999,0,5,,
534,99,-999,Petromyzontidae,Lampetra,hubbsi,Kern Brook Lamprey,Lamprey,Lamprey,Y,129,0,1,0,U,6,0,0,0,0,4,14,5.5,0.62,0.09,0.00332,3.07,0.52,0,1,XXX,-999,-999,-999,A,A,A,-999,-999,-999,S,-999,A,J,-999,-999,A,A,-999,S,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
535,99,233,Petromyzontidae,Lampetra,richardsoni,Western Brook Lamprey,Lamprey,Lamprey,Y,131,0,1,0,U,6,7.5,5.7,6.6,6.4,4,17,6,0.81,0.09,0.00332,3.07,0.53,0,1,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,J,J,-999,-999,-999,J,J,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
536,99,-999,Petromyzontidae,Lampetra,sp.,Obion River Brook Lamprey,Lamprey,Lamprey,Y,,0,1,1,U,7,0,0,0,0,6,30,15,13.54,0.09,0.00332,3.07,0.58,0,1,XXX,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
537,100,-999,Cyprinidae,Lavinia,exilicauda,Hitch,Minnow,Other Minnow,Y,158,1,0,1,U,3,0,0,0,0,6,35,15,17.66,0.22,0.00433,3.07,0.59,0,1,XXX,-999,-999,-999,A,A,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
538,101,-999,Gobiidae,Lentipes,concolor,Hiukole Goby,Goby,Goby,N,,0,1,0,U,4,0,0,0,0,4,7,2.59,0.09,0.26,0.00465,3.07,0.51,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
539,102,-999,Cyprinidae,Lepidomeda,albivallis,White River Spinedace,Minnow,Dace,Y,179,0,1,0,U,3,0,0,0,0,4,15,5.5,0.81,0.22,0.00433,3.07,0.53,0,1,XXX,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,A,-999,-999,-999,0,1,,
540,102,-999,Cyprinidae,Lepidomeda,aliciae,Southern Leatherside Chub,Minnow,Dace,Y,180,0,1,0,U,3,0,0,0,0,4,15,5.5,0.9,0.28,0.0048,3.07,0.53,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
541,102,-999,Cyprinidae,Lepidomeda,altivelis,Pahranagat Spinedace,Minnow,Dace,Y,179,0,1,0,U,8,0,0,0,0,3,8,3.5,0.2,0.22,0.00433,3.07,0.5,0,1,XXX,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,,
542,102,-999,Cyprinidae,Lepidomeda,copei,Northern Leatherside Chub,Minnow,Dace,Y,180,0,1,0,U,8,0,0,0,0,4,15,5.5,0.9,0.28,0.0048,3.07,0.53,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
543,102,-999,Cyprinidae,Lepidomeda,mollispinis,Virgin Spinedace,Minnow,Dace,Y,179,0,1,0,U,3,0,0,0,0,4,15,5.5,0.81,0.22,0.00433,3.07,0.53,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,1,25,,
544,102,-999,Cyprinidae,Lepidomeda,mollispinis pratensis,Big Spring Spinedace,Minnow,Dace,Y,179,0,1,0,U,5,0,0,0,0,4,12,5.5,0.81,0.22,0.00433,3.07,0.53,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,1,25,,
545,102,-999,Cyprinidae,Lepidomeda,vittata,Little Colorado Spinedace,Minnow,Dace,Y,178,0,1,0,U,6,0,0,0,0,4,10,4.5,0.44,0.22,0.00433,3.07,0.5,0,1,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
546,103,234,Lepisosteidae,Lepisosteus,oculatus,Spotted Gar,Gar,Gar,Y,142,1,0,1,M,3,7.7,16.6,10.9,10.9,17,150,75,3135.72,0.23,0.00138,3.39,0.72,0,0,XXX,-999,-999,A,A,A,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,1,10000,,
547,103,235,Lepisosteidae,Lepisosteus,osseus,Longnose Gar,Gar,Gar,Y,142,1,0,1,M,3,4.4,33,14.4,12.5,17,200,74,2996.23,0.23,0.00138,3.39,0.72,-0.0759,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
548,103,236,Lepisosteidae,Lepisosteus,platostomus,Shortnose Gar,Gar,Gar,Y,141,1,0,1,M,3,3,14.1,7.4,6.6,17,90,33.3,199.97,0.23,0.00138,3.39,0.72,0,0,XXX,-999,-999,A,A,A,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,1,10000,,
549,103,237,Lepisosteidae,Lepisosteus,platyrhincus,Florida Gar,Gar,Gar,Y,143,1,0,1,U,3,26.4,2.5,0.6,3.3,17,130,48.1,695.59,0.23,0.00138,3.39,0.72,0,0,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,0,5,,
550,104,238,Centrarchidae,Lepomis,auritus,Redbreast Sunfish,Sunfish,Sunfish,Y,506,1,0,0,M,3,25.2,20.2,49.7,28.4,5,30,11.1,10.86,0.53,0.00567,3.14,0.59,0.0153,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
551,104,239,Centrarchidae,Lepomis,cyanellus,Green Sunfish,Sunfish,Sunfish,Y,500,1,0,0,T,2,22.5,63.5,37.5,36.3,6,30,13,17.84,0.53,0.00567,3.14,0.61,0.0152,0,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
552,104,240,Centrarchidae,Lepomis,gibbosus,Pumpkinseed,Sunfish,Sunfish,Y,504,1,0,0,M,3,16.7,34.3,49.3,29.4,7,40,15,26.03,0.53,0.00425,3.22,0.6,0.0061,0,XXX,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
553,104,241,Centrarchidae,Lepomis,gulosus,Warmouth,Sunfish,Sunfish,Y,498,1,0,0,M,3,11.1,36.8,20.8,19.8,5,30,13,15.25,0.53,0.0033,3.29,0.61,-0.0095,0,XXX,-999,A,A,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,0,5,Uncommon in uplands,
554,104,242,Centrarchidae,Lepomis,humilis,Orangespotted Sunfish,Sunfish,Sunfish,Y,507,1,0,0,M,3,8.6,31.3,27.1,18.8,2,17,6.29,1.45,0.53,0.00354,3.27,0.54,0,0,XXX,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,1,10000,,
555,104,243,Centrarchidae,Lepomis,macrochirus,Bluegill,Sunfish,Sunfish,Y,502,1,0,0,M,1,28.2,74.2,53.3,46.3,7,40,13.2,20.35,0.53,0.00758,3.06,0.58,0.0025,0,XXX,-999,-999,A,A,A,A,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,,
556,104,244,Centrarchidae,Lepomis,marginatus,Dollar Sunfish,Sunfish,Sunfish,Y,506,0,1,0,U,3,13.6,12.7,5.4,9.6,7,12,4.44,0.73,0.53,0.00758,3.06,0.58,0,0,XXX,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,5,50,Uncommon in west,
557,104,245,Centrarchidae,Lepomis,megalotis,Longear Sunfish,Sunfish,Sunfish,Y,504,1,0,0,S,3,26.3,32.5,41.2,31.6,7,25,12,26.25,0.53,0.04313,2.58,0.63,0.0363,0,XXX,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,A,A,-999,-999,-999,-999,-999,-999,A,0,50,Abundant in clear upland streams,
558,104,246,Centrarchidae,Lepomis,microlophus,Redear Sunfish,Sunfish,Sunfish,Y,503,1,0,0,M,3,12.5,32.4,17.3,18.5,6,43,14.19,24.91,0.53,0.00705,3.08,0.62,-0.0303,0,XXX,-999,-999,-999,A,A,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,5,50,,
559,104,247,Centrarchidae,Lepomis,miniatus,Redspotted Sunfish,Sunfish,Sunfish,Y,,1,0,0,U,4,7.7,13.4,8.2,9.2,7,16,5.92,1.75,0.53,0.00758,3.06,0.58,0,0,XXX,-999,-999,A,A,A,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,1,50,,
560,104,-999,Centrarchidae,Lepomis,peltastes,Northern Sunfish,Sunfish,Sunfish,Y,505,0,1,0,U,3,0,0,0,0,7,15,5.55,1.44,0.53,0.00758,3.06,0.58,0,0,XXX,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,0,50,,
561,104,248,Centrarchidae,Lepomis,punctatus,Spotted Sunfish,Sunfish,Sunfish,Y,501,1,0,0,M,2,43.3,8.4,18.6,18.4,7,20,7.4,3.46,0.53,0.00758,3.06,0.58,0,0,XXX,-999,-999,A,A,A,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,1,50,,
562,104,249,Centrarchidae,Lepomis,symmetricus,Bantam Sunfish,Sunfish,Sunfish,Y,501,0,1,0,M,3,6.4,5.4,0.6,2.8,7,9,3.33,0.3,0.53,0.00758,3.06,0.58,0,0,XXX,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,0,0,,
563,105,-999,Cottidae,Leptocottus,armatus,Pacific Staghorn Sculpin,Sculpin,Sculpin,Y,,0,1,0,U,4,0,0,0,0,7,45,20,62.06,0.47,0.00629,3.07,0.61,0,1,XXX,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
564,106,-999,Fundulidae,Leptolucania,ommata,Pygmy Killifish,Topminnow,Topminnow,Y,439,0,1,0,U,2,0,0,0,0,2,3,1.11,0,0.07,0.00316,3.07,0.5,0,1,XXX,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,1,25,,
565,107,-999,Petromyzontidae,Lethenteron,alaskense,Alaskan Brook Lamprey,Lamprey,Lamprey,Y,130,0,1,0,U,8,0,0,0,0,5,19,7,1.3,0.09,0.00332,3.07,0.54,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,-999,J,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
566,107,250,Petromyzontidae,Lethenteron,appendix,American Brook Lamprey,Lamprey,Lamprey,Y,129,0,1,1,S,6,5.8,10.1,5.3,6.6,6,35,15,13.54,0.09,0.00332,3.07,0.59,0,1,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,J,J,-999,-999,-999,J,AJ,A,-999,-999,-999,A,-999,-999,A,-999,-999,-999,1,50,,
